ProductUrl,productTitle,productPrice,averageRating,reviewTitle,reviewDescription,reviewAuthor,reviewAt,reviewLikes,reviewDislikes,certifiedBuyer,reviewerLocation,fiveStarRatingCount,fourStarRatingCount,threeStarRatingCount,twoStarRatingCount,oneStarRatingCount,reviewImages,scrapedAt,uniqId
https://www.flipkart.com/boat-bassheads-220-super-extra-bass-wired-headset/p/itm145d97a73b7c7,boAt BassHeads 220 Super Extra Bass Wired Headset,₹549,4.2,Wonderful,Delivery boy is good.Humble 🤩,Flipkart Customer,3 months ago,0,0,True, Visakhapatnam,"4,81,631","2,07,879","70,733","26,270","54,970",https://rukminim1.flixcart.com/blobio/124/124/imr-202110/blobio-imr-202110_e627f5351bf34c55aab05324fb945349.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-202111/blobio-imr-202111_a640d35f32d74cafbbdba312eebba6d8.jpg,21/02/2022 00:57:53,1cd4babd-41c4-5000-98eb-cda491e5b37d
https://www.flipkart.com/samsung-level-u2-type-c-charging-bluetooth-headset/p/itme6ca5d05b3a67,SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,"₹2,199",4.0,Good choice,speaker problem  coming working at one month,Dhanista Reddy,"Jun, 2018",0,0,True, Secunderabad,"41,006","13,359","5,738","3,109","10,378",,21/02/2022 00:57:53,5354c82f-dd37-569b-a66d-50fbd4199d9d
https://www.flipkart.com/samsung-galaxy-note10-lite-aura-red-128-gb/p/itm01849b7b430e5,"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)","₹43,000",4.3,Great product,"Very good phone.. big competitor for middel rang chinese phone.. S pan performance is superb, battery life is good.,Display is also good, processor is 2 yeas old but I tried with my one plus 7, it is faster than op7 in app loading. I don't know abt gaming because I don't play.It is come with android 10 along with samsung UI look good..Best part is 3.5 mm jack so u can enjoy music during changing ( no need bluetooth handset).Over all it is killer phone in this price range..And big compiti...",Hitesh Bhalodia,"Jun, 2020",3,2,True, Bharuch,276,89,23,11,28,,21/02/2022 00:57:53,a411d4c0-9221-521c-ba76-00b5bb591b86
https://www.flipkart.com/redmi-9i-sea-blue-64-gb/p/itm1c59f8befb365,"REDMI 9i (Sea Blue, 64 GB)","₹8,999",4.3,Classy product,Nice,Flipkart Customer,1 month ago,0,0,True, Nadiad,"3,28,310","1,24,451","49,227","17,010","29,481",,21/02/2022 00:57:53,84e6b64a-0924-5746-bb85-b8c0639ea921
https://www.flipkart.com/boat-bassheads-220-super-extra-bass-wired-headset/p/itm145d97a73b7c7,boAt BassHeads 220 Super Extra Bass Wired Headset,₹549,4.2,Best in the market!,Amazing,Flipkart Customer,3 months ago,0,0,True, Thoothukkudi District,"4,81,631","2,07,879","70,733","26,270","54,970",https://rukminim1.flixcart.com/blobio/124/124/imr-202110/blobio-imr-202110_e627f5351bf34c55aab05324fb945349.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-202111/blobio-imr-202111_a640d35f32d74cafbbdba312eebba6d8.jpg,21/02/2022 00:57:53,1cd4babd-41c4-5000-98eb-cda491e5b37d
https://www.flipkart.com/samsung-level-u2-type-c-charging-bluetooth-headset/p/itme6ca5d05b3a67,SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,"₹2,199",4.0,Awesome,Good quality ..good looking...best price..go for it..no more negitive reason s...good charging condition,Flipkart Customer,"Jun, 2018",0,0,True, Vijayawada,"41,006","13,359","5,738","3,109","10,378",,21/02/2022 00:57:53,c092e6ff-843c-59dc-b525-684819f173d7
https://www.flipkart.com/samsung-galaxy-note10-lite-aura-red-128-gb/p/itm01849b7b430e5,"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)","₹43,000",4.3,Best in the market!,Good phone bettry power is good s pan was awesome good cemera performance,Vivek Patel,"Feb, 2020",2,1,True, Ahmedabad,276,89,23,11,28,,21/02/2022 00:57:53,bc6bcacf-9a17-546b-a1cc-a82924f966ee
https://www.flipkart.com/redmi-9i-sea-blue-64-gb/p/itm1c59f8befb365,"REDMI 9i (Sea Blue, 64 GB)","₹8,999",4.3,Very Good,Nice,Shriniwas  Tawade ,1 month ago,0,0,True, Solapur,"3,28,310","1,24,451","49,227","17,010","29,481",,21/02/2022 00:57:53,c32f812f-c102-5007-bf7c-be433acb1f0f
https://www.flipkart.com/boat-bassheads-220-super-extra-bass-wired-headset/p/itm145d97a73b7c7,boAt BassHeads 220 Super Extra Bass Wired Headset,₹549,4.2,Simply awesome,Very good,Ramesh kumar Jena,3 months ago,0,0,True, Chennai,"4,81,631","2,07,879","70,733","26,270","54,970",https://rukminim1.flixcart.com/blobio/124/124/imr-202110/blobio-imr-202110_e627f5351bf34c55aab05324fb945349.jpg~https://rukminim1.flixcart.com/blobio/124/124/imr-202111/blobio-imr-202111_a640d35f32d74cafbbdba312eebba6d8.jpg,21/02/2022 00:57:53,f1e30eb7-b215-545c-b430-ead06bb97b71
https://www.flipkart.com/samsung-level-u2-type-c-charging-bluetooth-headset/p/itme6ca5d05b3a67,SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,"₹2,199",4.0,Must buy!,ok,Laxmi Sahu,"Jun, 2018",0,0,True, Kharagpur,"41,006","13,359","5,738","3,109","10,378",,21/02/2022 00:57:53,deebd603-2369-5f3b-b7ec-0d5563d498c8
